date,solver,status,runtime_seconds,initial_energy_kwh,final_energy_kwh,terminal_value_rates_yuan_per_kwh,terminal_value_breakpoints_kwh,terminal_uncertainty_reserve_kwh,terminal_value_credit_yuan,planned_purchase_cost_yuan,expected_emergency_cost_yuan,expected_total_cost_yuan,optimization_objective_yuan,risk_method,cvar_alpha,risk_weight,var_cost_yuan,cvar_cost_yuan,lambda_cvar_term_yuan,planned_purchase_energy_kwh,expected_emergency_energy_kwh,expected_planned_grid_used_energy_kwh,expected_unused_planned_grid_energy_kwh,charge_energy_kwh,discharge_energy_kwh,expected_spill_energy_kwh,minimum_energy_kwh,maximum_energy_kwh,maximum_power_balance_residual_kw,maximum_soc_residual_kwh,planned_final_energy_kwh,actual_initial_energy_kwh,actual_final_energy_kwh,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,realized_planned_grid_used_energy_kwh,realized_unused_planned_grid_energy_kwh,realized_pv_spill_energy_kwh,actual_charge_energy_kwh,actual_discharge_energy_kwh,battery_clipping_energy_kwh,battery_clipping_intervals,scenario_emergency_interval_count
2025-02-01,PuLP HiGHS,Optimal,3.41749099999,6000,7189.18008607,1.124955|0.726615|0.384264,3506.12668|7153.06334|10800,3506.12668024,5244.20762069,26991.6890097,690.455506896,27682.1445166,22890.1537044,CVaR,0.9,0.5,904.433617135,904.433617135,452.216808568,50650.8304568,192.471910564,46417.6515657,4233.17889111,21837.927254,16650.9640696,3088.47343672,1200,10800,9.09494701773e-13,1.81898940355e-12,7153.06334012,6000,7189.18008607,82.1794294922,397.388171759,27389.0771814,44067.8392096,6582.99124722,4869.72584339,20167.6567626,15265.5399003,3055.69466078,33,656
2025-02-02,PuLP HiGHS,Optimal,1.0938071,7189.18008607,7055.40240761,1.124955|0.726615|0.384264,3310.804815|7055.402408|10800,3310.80481523,5095.44121051,60719.1152203,868.140083429,61587.2553037,57065.2893526,CVaR,0.9,0.5,1146.95051892,1146.95051892,573.47525946,95351.7565329,230.320601626,89369.4911224,5982.26541049,24684.6914684,20115,1315.82771777,1200,10800,4.54747350886e-13,2.27373675443e-13,7055.40240761,7189.18008607,7055.40240761,49.5393751302,140.5513462,60859.6665665,82373.7158309,12978.040702,59.1740666667,21727.3847366,17719.5815473,5352.72518444,26,706
2025-02-03,PuLP HiGHS,Optimal,1.058772,7055.40240761,7055.40235185,1.124955|0.726615|0.384264,3310.804704|7055.402352|10800,3310.80470371,5095.44112557,59529.5863749,851.640505538,60381.2268804,55935.9214736,CVaR,0.9,0.5,1300.27143754,1300.27143754,650.135718769,93912.9193202,225.353870984,88074.7616914,5838.15762885,24833.3332714,20115,1542.03443774,1200,10800,0,9.09494701773e-13,7055.40235185,7055.40240761,7055.40235185,59.7713834635,252.648274713,59782.2346496,84370.9135804,9542.00573985,0,22177.7290211,17963.9605573,4806.64369296,25,712
2025-02-04,PuLP HiGHS,Optimal,1.14450430001,7055.40235185,7079.21568092,1.124955|0.726615|0.384264,3315.626909|7057.813454|10800,3315.62690857,5099.11394585,59669.9022758,906.660555915,60576.5628317,56185.1477589,CVaR,0.9,0.5,1411.35954084,1415.39774608,707.698873039,94255.5176979,229.700555133,88263.5713817,5991.94631616,24812.5527698,20095.9977514,1536.4805267,1200,10800,9.09494701773e-13,9.09494701773e-13,7057.81345429,7055.40235185,7079.21568092,328.603462494,1081.07062338,60750.9728991,85367.1805787,8888.33711921,0,23576.2531315,19075.3330404,2256.9643493,25,632
2025-02-05,PuLP HiGHS,Optimal,1.0636982,7079.21568092,6873.5491149,1.124955|0.726615|0.384264,2947.09823|6873.549115|10800,2947.0982298,4818.42499898,58761.3737355,847.93026683,59609.3040023,55555.8734338,CVaR,0.9,0.5,1529.988861,1529.988861,764.994430498,92845.7507622,233.708817285,87060.8844158,5784.86634638,24546.672887,20067.9049479,1690.21706962,1200,10800,0,9.09494701773e-13,6873.5491149,7079.21568092,6873.5491149,146.766781914,478.064878977,59239.4386145,84771.2979173,8074.4528449,2.0525,22908.8690806,18741.2838647,2964.42488963,23,669
2025-02-06,PuLP HiGHS,Optimal,2.96127289999,6873.5491149,7092.43511486,1.124955|0.726615|0.384264,3337.542418|7068.771209|10800,3337.54241809,5115.80583888,60087.6433887,918.115183083,61005.7585718,56587.8059271,CVaR,0.9,0.5,1395.70638841,1395.70638841,697.853194207,94472.4096529,248.268385816,88705.5282863,5766.88136663,25050.2467713,20115,1400.30362284,1200,10800,3.63797880709e-12,9.09494701773e-13,7068.77120905,6873.5491149,7092.43511486,67.2231749249,223.946733654,60311.5901223,84706.7261057,9765.68354722,1.40081666667,22655.2307753,18153.739528,4356.27646802,24,702
2025-02-07,PuLP HiGHS,Optimal,3.6014115,7092.43511486,7058.30191845,1.124955|0.726615|0.384264,3288.933463|7044.466731|10800,3288.93346291,5078.78294969,25525.5231537,702.728316085,26228.2514698,21597.3384389,CVaR,0.9,0.5,895.739837606,895.739837606,447.869918803,47707.4549264,196.192581847,43601.1265906,4106.32833578,20431.7526224,16592.8911692,3156.88518545,1200,10800,9.09494701773e-13,1.81898940355e-12,7044.46673145,7092.43511486,7058.30191845,77.5639603515,448.414111079,25973.9372648,41060.9709658,6646.48396063,5739.99917681,19071.4524182,15478.5963355,2474.59503798,28,606
2025-02-08,PuLP HiGHS,Optimal,3.7157534,7058.30191845,7044.46668684,1.124955|0.726615|0.384264,3288.933374|7044.466687|10800,3288.93337368,5078.78288173,23391.817062,628.203283713,24020.0203457,19419.9232222,CVaR,0.9,0.5,957.371516499,957.371516499,478.685758249,43645.1119569,176.010765675,39612.365796,4032.74616091,19740.3259435,16002.1157227,4074.9018324,1200,10800,2.10320649785e-12,1.81898940355e-12,7044.46668684,7058.30191845,7044.46668684,53.8063878255,284.358166001,23676.175228,39706.3663791,3938.74557784,4669.43143104,18558.0543561,15044.4757368,2139.91157322,25,568
2025-02-09,PuLP HiGHS,Optimal,1.2776116,7044.46668684,7044.46672119,1.124955|0.726615|0.384264,3288.933442|7044.466721|10800,3288.93344238,5078.78293405,56134.346661,818.471840477,56952.8185014,52588.6115271,CVaR,0.9,0.5,1429.15191941,1429.15191941,714.575959703,89122.8538826,219.953691671,83351.6148892,5771.23899333,24760.5256622,20056.0257555,1873.72294582,1200,10800,4.54747350886e-13,9.09494701773e-13,7044.46672119,7044.46668684,7044.46672119,610.028348987,1888.70846148,58023.0551224,83355.5669424,5767.28694011,0,23211.4699677,18801.2906429,2803.79080711,24,661
2025-02-10,PuLP HiGHS,Optimal,1.20233489999,7044.46672119,6903.82552941,1.124955|0.726615|0.384264,2997.494005|6898.747002|10800,2997.494005,4856.80881517,56733.1721293,899.998309065,57633.1704384,53573.7976853,CVaR,0.9,0.5,1564.0668363,1594.87212415,797.436062073,89810.0260817,256.417785212,84369.7887106,5440.23737111,24564.6775083,20028.5365286,1729.29061279,1200,10800,9.09494701773e-13,4.54747350886e-13,6898.7470025,7044.46672119,6903.82552941,75.5915491815,256.863822008,56990.0359513,78467.3031392,11342.7229425,499.663033333,20227.216549,16510.6224773,7855.37501066,31,682
2025-02-11,PuLP HiGHS,Optimal,3.66492780001,6903.82552941,6962.26373559,1.124955|0.726615|0.384264,3124.527471|6962.263736|10800,3124.52747118,4953.56353711,55510.3664861,848.570105774,56358.9365919,52122.7352416,CVaR,0.9,0.5,1418.91256033,1434.72437359,717.362186795,88364.6102027,232.603780381,82798.5831588,5566.02704383,24681.0694374,19939.0718587,1933.58972796,1200,10800,9.09494701773e-13,9.09494701773e-13,6962.26373559,6903.82552941,6962.26373559,80.1575847656,432.754133783,55943.1206199,79621.5822906,8743.02791206,257.4767,21953.0087183,17729.3426762,4937.7899016,29,627
2025-02-12,PuLP HiGHS,Optimal,4.8779963,6962.26373559,7010.44572894,1.124955|0.726615|0.384264,3220.891458|7010.445729|10800,3220.89145788,5026.95892667,55231.2128824,818.749558743,56049.9624411,51708.4157806,CVaR,0.9,0.5,1287.38375981,1370.82453241,685.412266206,88050.9333471,228.813568119,82555.4579162,5495.47543091,24568.6678463,19857.2571615,1989.04267855,1200,10800,9.09494701773e-12,9.09494701773e-13,7010.44572894,6962.26373559,7010.44572894,152.018671189,606.080230129,55837.2931125,79518.6596386,8532.27370853,199.759999902,21899.0441186,17694.861942,4832.01894716,27,665
2025-02-13,PuLP HiGHS,Optimal,8.604502,7010.44572894,7112.23946393,1.124955|0.726615|0.384264,3424.478928|7112.239464|10800,3424.47892786,5182.02081421,54909.1678232,863.864365862,55773.032189,51307.4657851,CVaR,0.9,0.5,1406.95441307,1432.90882051,716.454410253,87466.0372804,235.34707296,82054.0716021,5411.96567823,24574.6127469,19813.8219635,1735.04470307,1200,10800,4.54747350886e-13,9.09494701773e-13,7112.23946393,7010.44572894,7112.23946393,182.0180253,884.329801161,55793.4976243,75708.7589605,11757.2783199,684.727033333,19920.8240752,16044.2531394,8423.35749578,31,672
2025-02-14,PuLP HiGHS,Optimal,7.44800059999,7112.23946393,7112.23946833,1.124955|0.726615|0.384264,3424.478937|7112.239468|10800,3424.47893665,5182.02082091,21513.8746877,637.483262829,22151.3579505,17544.9586627,CVaR,0.9,0.5,1151.24306608,1151.24306608,575.62153304,39734.1716053,183.711601759,36130.9968573,3603.17474802,18885.9562796,15297.6245826,4709.99281564,1200,10800,4.54747350886e-13,9.09494701773e-13,7112.23946833,7112.23946393,7112.23946833,594.781094019,2007.28546715,23521.1601548,36811.9784068,2922.19319856,4197.7937477,17932.4417499,14525.2778134,1725.86129887,20,555
2025-02-15,PuLP HiGHS,Optimal,3.60660310001,7112.23946833,7011.21957793,1.124955|0.726615|0.384264,3222.439156|7011.219578|10800,3222.43915585,5028.13772696,21246.2071177,705.373169588,21951.5802873,17444.0952895,CVaR,0.9,0.5,1041.3054582,1041.3054582,520.652729101,39112.8618059,203.172590946,35508.6709515,3604.19085436,18480.279054,15059.9439351,4842.01379128,1200,10800,9.09494701773e-13,9.09494701773e-13,7011.21957793,7112.23946833,7011.21957793,476.128403452,1713.7352338,22959.9423515,36443.888485,2668.97332087,4449.82940055,17268.4962593,14078.3998714,2193.32685841,22,573
2025-02-16,PuLP HiGHS,Optimal,6.24517529999,7011.21957793,7041.73258312,1.124955|0.726615|0.384264,3283.465166|7041.732583|10800,3283.46516625,5074.61803521,53048.581126,994.106019316,54042.6871453,49764.8728544,CVaR,0.9,0.5,1573.18544794,1593.60748844,796.80374422,84898.8372712,263.522973878,79445.0838186,5453.75345265,23532.6802034,19034.0092601,1943.98230489,1200,10800,1.13686837722e-12,1.81898940355e-12,7041.73258312,7011.21957793,7041.73258312,429.888910535,1688.39840674,54736.9795328,79176.9079087,5721.92936249,30.5391666667,21954.8255154,17755.9469628,2855.91698522,20,700
