date,solver,status,runtime_seconds,initial_energy_kwh,final_energy_kwh,terminal_value_rates_yuan_per_kwh,terminal_value_breakpoints_kwh,terminal_uncertainty_reserve_kwh,terminal_value_credit_yuan,planned_purchase_cost_yuan,expected_emergency_cost_yuan,expected_total_cost_yuan,optimization_objective_yuan,risk_method,cvar_alpha,risk_weight,var_cost_yuan,cvar_cost_yuan,lambda_cvar_term_yuan,planned_purchase_energy_kwh,expected_emergency_energy_kwh,expected_planned_grid_used_energy_kwh,expected_unused_planned_grid_energy_kwh,charge_energy_kwh,discharge_energy_kwh,expected_spill_energy_kwh,minimum_energy_kwh,maximum_energy_kwh,maximum_power_balance_residual_kw,maximum_soc_residual_kwh,planned_final_energy_kwh,actual_initial_energy_kwh,actual_final_energy_kwh,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,realized_planned_grid_used_energy_kwh,realized_unused_planned_grid_energy_kwh,realized_pv_spill_energy_kwh,actual_charge_energy_kwh,actual_discharge_energy_kwh,battery_clipping_energy_kwh,battery_clipping_intervals,scenario_emergency_interval_count
2025-02-01,PuLP HiGHS,Optimal,3.71578329999,6000,7189.18008607,1.124955|0.726615|0.384264,3506.12668|7153.06334|10800,3506.12668024,5244.20762069,25894.6977784,1454.14616968,27348.843948,22104.6363274,expected_cost,0.9,0,2301.3808799,2507.8787107,0,48873.8809392,407.276200464,45691.8656855,3182.01525371,21561.0419973,16426.6870117,2630.1000452,1200,10800,3.12638803734e-13,1.81898940355e-12,7153.06334012,6000,7189.18008607,156.522814583,793.439520019,26688.1372984,43444.984884,5428.89605526,4321.21490284,20167.6567626,15265.5399003,2554.53234615,30,1081
2025-02-02,PuLP HiGHS,Optimal,1.0180291,7189.18008607,7055.40240761,1.124955|0.726615|0.384264,3310.804815|7055.402408|10800,3310.80481523,5095.44121051,58950.0766006,2200.22871917,61150.3053198,56054.8641093,expected_cost,0.9,0,3507.05570186,3867.50217642,0,92984.0513209,580.890511239,88727.1025016,4256.94881927,24684.6914684,20115,1024.00900657,1200,10800,4.54747350886e-13,9.09494701773e-13,7055.40240761,7189.18008607,7055.40240761,72.9631219773,253.663366971,59203.7399676,82429.9486032,10554.1027177,59.1740666667,22146.6295745,18059.169866,4593.89202794,28,1290
2025-02-03,PuLP HiGHS,Optimal,0.944751700008,7055.40240761,7055.40235185,1.124955|0.726615|0.384264,3310.804704|7055.402352|10800,3310.80470371,5095.44112557,57836.628747,2020.34080151,59856.9695485,54761.5284229,expected_cost,0.9,0,3695.56007702,4184.6281203,0,91679.3812078,524.206915975,87406.151261,4273.22994682,24822.0709036,20105.8774821,1174.41690225,1200,10800,0,4.54747350886e-13,7055.40235185,7055.40240761,7055.40235185,176.021409058,645.483924738,58482.1126717,84354.8638507,7324.51735716,0,22705.0989995,18391.1302398,3831.71914641,25,1263
2025-02-04,PuLP HiGHS,Optimal,1.0131011,7055.40235185,7079.21568092,1.124955|0.726615|0.384264,3315.626909|7057.813454|10800,3315.62690857,5099.11394585,57963.134442,2191.61041183,60154.7448539,55055.630908,expected_cost,0.9,0,4192.69937805,4769.84730045,0,91874.2031925,576.594085839,87511.0632817,4363.13991076,24620.3090201,19940.2803141,1167.39226989,1200,10800,0,9.09494701773e-13,7057.81345429,7055.40235185,7079.21568092,519.887121154,1995.04359708,59958.1780391,85216.4890643,6657.71412817,0,23789.8959964,19248.3837609,1522.30957692,22,1251
2025-02-05,PuLP HiGHS,Optimal,1.0181897,7079.21568092,6873.5491149,1.124955|0.726615|0.384264,2947.09823|6873.549115|10800,2947.0982298,4818.42499898,56804.6891653,2157.64731213,58962.3364774,54143.9114785,expected_cost,0.9,0,4325.27126281,5250.18753043,0,90240.9378672,567.585898255,86013.2749876,4227.6628796,24099.9033799,19706.0216471,1061.37092867,1200,10800,4.54747350886e-13,9.09494701773e-13,6873.5491149,7079.21568092,6873.5491149,403.764425503,1585.32229928,58390.0114646,84579.5560029,5661.38186429,2.0525,23252.3202866,19019.4793416,1534.12539879,21,1302
2025-02-06,PuLP HiGHS,Optimal,2.46528069999,6873.5491149,7092.43511486,1.124955|0.726615|0.384264,3337.542418|7068.771209|10800,3337.54241809,5115.80583888,58546.0406601,2050.9265658,60596.9672259,55481.161387,expected_cost,0.9,0,3615.78359743,3833.31253894,0,92447.3966033,536.879389457,88132.8417278,4314.55487552,25035.8975316,20103.3771159,1118.95442351,1200,10800,4.54747350886e-13,4.54747350886e-13,7068.77120905,6873.5491149,7092.43511486,109.262041211,393.879071712,58939.9197318,84744.0756892,7703.3209141,1.40081666667,23073.0647215,18492.1850245,3574.02490149,26,1302
2025-02-07,PuLP HiGHS,Optimal,3.02383049999,7092.43511486,7058.30191845,1.124955|0.726615|0.384264,3288.933463|7044.466731|10800,3288.93346291,5078.78294969,24470.1734441,1486.74331994,25956.9167641,20878.1338144,expected_cost,0.9,0,2504.13274318,2620.61467168,0,46075.9360525,400.865583009,42972.6867873,3103.2492652,20154.1111628,16368.0015869,2785.87026061,1200,10800,4.54747350886e-13,1.81898940355e-12,7044.46673145,7092.43511486,7058.30191845,124.454462965,713.250849258,25183.4242934,40661.5636844,5414.37236816,5389.76938886,19059.415624,15468.8465322,1993.85059344,28,1121
2025-02-08,PuLP HiGHS,Optimal,2.9364368,7058.30191845,7044.46668684,1.124955|0.726615|0.384264,3288.933374|7044.466687|10800,3288.93337368,5078.78288173,22004.4755133,1636.26791709,23640.7434304,18561.9605487,expected_cost,0.9,0,3134.17000374,3406.7314103,0,41305.8672971,463.332587083,38532.4392811,2773.42801604,19499.5363118,15807.076121,3328.04716888,1200,10800,4.54747350886e-13,1.81898940355e-12,7044.46668684,7058.30191845,7044.46668684,289.458554601,1226.35138032,23230.8268936,38639.8455778,2666.02171932,3847.06874639,18513.2861989,15008.2135295,1785.1127044,22,1158
2025-02-09,PuLP HiGHS,Optimal,0.892506100005,7044.46668684,7044.46672119,1.124955|0.726615|0.384264,3288.933442|7044.466721|10800,3288.93344238,5078.78293405,54258.1284412,2123.5668754,56381.6953166,51302.9123826,expected_cost,0.9,0,4232.83145552,4728.22256463,0,86530.5295298,564.330848354,82364.814038,4165.71549178,24452.2326171,19806.3083889,1289.87492987,1200,10800,9.09494701773e-13,9.09494701773e-13,7044.46672119,7044.46668684,7044.46672119,1138.37090637,3824.40072991,58082.5291711,82894.1538661,3636.37566368,0,23563.7303942,19086.6215884,1608.18902339,20,1294
2025-02-10,PuLP HiGHS,Optimal,0.874541500001,7044.46672119,6903.82552941,1.124955|0.726615|0.384264,2997.494005|6898.747002|10800,2997.494005,4856.80881517,55151.2921946,2007.05505483,57158.3472494,52301.5384343,expected_cost,0.9,0,3517.36678804,4225.31532305,0,87702.4342679,545.462143588,83604.5387532,4097.89551471,24328.5789559,19837.2967011,1297.94373868,1200,10800,9.09494701773e-13,9.09494701773e-13,6898.7470025,7044.46672119,6903.82552941,208.853505683,718.977810097,55870.2700047,78319.1706841,9383.26358378,415.213666532,20593.4211185,16807.2481786,6765.2063598,30,1295
